annotator_id,article_id,political_typology,effect,explanation,article_index,change,reinforce,date_created
L11,1672053.txt,Opportunity Democrats,2,"Emergency management is crucial, especially in a large metro area like New York. That there is interdepartmental conflict is not surprising. While I personally tend to endorse and encourage public sector solutions, this editorial illustrates what can happe (...)",34,,,2018-05-05 23:06:46.701764+02
L11,1673910.txt,Opportunity Democrats,5,Many immigration proposals have been on the table over the past two decades. The bipartisan effort described in the editorial was both reasonable and fair to those affected and for those on both sides of a very divisive American issue. ,35,,YES,2018-05-05 23:11:26.567498+02
L11,1675619.txt,Opportunity Democrats,5,"The intersection of foreign policy and the drug trade is always fraught with conflict. In light of the conflict in Afghanistan, the Karzai administration not only dealt with the American presence in Afghanistan, but also domestic pressures, as well. The tr (...)",36,,YES,2018-05-05 23:16:11.478079+02
L01,1648292.txt,Disaffected Democrats,2,I support gay marriage and remember thinking that Bloomberg was too slow to take a stance... but this article made me think. Sometimes issues are used for grandstanding.,12,,,2018-05-05 23:52:28.676046+02
L11,1678205.txt,Opportunity Democrats,4,"International aid is animated not only by humanitarian concerns, but by strategic imperative. Building goodwill in Africa would go a long way toward countering Chinese influence in the region. That Britain made a commitment and the United States was reluct (...)",37,,,2018-05-06 00:01:57.500674+02
L11,1680345.txt,Opportunity Democrats,5,"While making strategic allies with imperfect human rights records is sometimes required, the treatment of Mukhtaran illustrates the shortcomings of a cultural relativism approach to human rights. This editorial throws into relief the fact that neither the  (...)",38,,YES,2018-05-06 00:07:40.914749+02
L11,1680635.txt,Opportunity Democrats,4,"The editorial presents good faith actors working on initiatives to strengthen the United Nations through both additional oversight and accountability measures, as well as a concerted effort to reduce sexual abuse by peacekeepers. International institutions (...)",39,,,2018-05-06 00:12:22.797236+02
C12,1638697.txt,Country First Conservatives,2,I've always knew that they were gray areas in the Saudi oil trades especially when it comes with the possible ties with terrorism. But I've never really believe it until reading this article.,0,,,2018-05-06 00:44:41.879086+02
C12,1638901.txt,Country First Conservatives,3,"As a Californian, I really don't care how other states run their government.",1,,,2018-05-06 00:46:35.659911+02
C12,1638989.txt,Country First Conservatives,3,My opinions have not changed since the last time I read this article for the previous annotation. ,2,,,2018-05-06 00:47:51.45045+02
C12,1639627.txt,Country First Conservatives,4,Iraq has a very fragile government and that there are problems between the Shiite and the Sunni. But I've never realize how fragile the government is though. ,3,,,2018-05-06 00:54:41.136948+02
L01,1649531.txt,Disaffected Democrats,3,This was so specific and focused that it didn't impact my thinking in the bigger picture.,13,,,2018-05-06 00:59:28.735068+02
C12,1641562.txt,Country First Conservatives,5,South Asian countries are famous for having problems with trafficking -- both drug and human -- that I'm not surprised that horrible people would take advantage of a tragic situation for horrible means like human trafficking.  ,4,,YES,2018-05-06 01:00:16.666304+02
L01,1649928.txt,Disaffected Democrats,3,This had a narrow focus but didn't give enough information -- it just expected the reader to accept statements at face value.,14,,,2018-05-06 01:02:28.309071+02
C12,1642336.txt,Country First Conservatives,5,"I know that nuclear power is clean and good for the air, but it's bad for the environment that surrounds the power plant. However, I need to research this more to better argue the topic.",5,,NO,2018-05-06 01:02:41.246252+02
L01,1653052.txt,Disaffected Democrats,4,Police unions are too strong -- this reinforced my belief.,15,,,2018-05-06 01:04:14.617657+02
L01,1653167.txt,Disaffected Democrats,4,I agree that small changes to state gov can make a difference. However this article's tone was overly knowing and somehow irritating!,16,,,2018-05-06 01:07:00.83424+02
C12,1643013.txt,Country First Conservatives,5,"While it's nice to gave those who are already in the US a way to become citizens, everyone has to remember that the US has immigration laws for a reason. Also there is no evidence either way that proves immigrants do the jobs that Americans won't do in som (...)",6,,YES,2018-05-06 01:11:56.815712+02
C12,1644157.txt,Country First Conservatives,3,"While it's true that some people can be racist, this editorial seems to leave things out. Was any real estate rejections based on last names alone or by appearance? There is not enough info from this editorial make any informed opinions on the topic.",7,,,2018-05-06 01:17:31.941392+02
C12,1644158.txt,Country First Conservatives,3,My opinions have not changed since the last time I read this article in the previous editorial questions.,8,,,2018-05-06 01:19:26.439155+02
C12,1644957.txt,Country First Conservatives,5,I think that Alberto Gonzalez wouldn't be a good fit for the job. However I need more information than what the editorial provided to better argue my stance on the topic.,9,,NO,2018-05-06 01:24:18.754749+02
L01,1653630.txt,Disaffected Democrats,3,I agree with this. I didnt find anything new here.,17,,,2018-05-06 01:32:12.471408+02
C12,1645961.txt,Country First Conservatives,4,I do think when companies ruin the environment that surrounds any of their factories that they should find ways to improve their standards and help pay for any damages their factories have caused.,10,,,2018-05-06 01:34:41.49414+02
C10,1848781.txt,Market Skeptic Republicans,3,I dont have views on this,190,,,2018-05-15 16:26:34.760082+02
C12,1646349.txt,Country First Conservatives,5,I think countries should be able to pick their own leaders in elections without the interference of any outside power. This editorial can be used as an example of this.,11,,YES,2018-05-06 01:37:28.123868+02
C07,1658140.txt,Market Skeptic Republicans,5,"What America can afford? WE can't afford anything unfortunately. I sympathize with the idea, but realistically it is a disastrous idea.",26,,YES,2018-05-06 01:38:44.258359+02
C07,1659029.txt,Market Skeptic Republicans,5,"I agree with the writer on this subject, this most definitely should never have played out like it did. It is a violation of an individual's rights to allow their family to dictate what happens to them.",27,,YES,2018-05-06 01:40:21.801686+02
C12,1647258.txt,Country First Conservatives,4,"Gonzalez probably was a terrible choice, but he was given the job, so there nothing people could've done to stop it.",12,,,2018-05-06 01:40:38.414946+02
C07,1659240.txt,Market Skeptic Republicans,5,A stadium instead of helping the transit system? Ridiculous at best. ,28,,YES,2018-05-06 01:42:03.526518+02
L01,1655610.txt,Disaffected Democrats,3,"I dont have a strong stance on this, so it's hard to convince me either way.",18,,,2018-05-06 01:42:21.874136+02
C07,1659245.txt,Market Skeptic Republicans,3,"No new info for me personally, however it is wonderfully written.",29,,,2018-05-06 01:43:45.81452+02
L01,1655842.txt,Disaffected Democrats,3,This editorial is all over the place and totally lacks focus.  I don't disagree with its points but it definitely doesn't tell me anything new. ,19,,,2018-05-06 02:12:08.39409+02
L01,1657238.txt,Disaffected Democrats,3,I didn't have a stance on this issue. ,20,,,2018-05-06 02:15:49.676278+02
L01,1657416.txt,Disaffected Democrats,4,This is an ongoing problem and it's interesting to read about its presence in the Bush administration.,21,,,2018-05-06 02:17:52.130865+02
L11,1680636.txt,Opportunity Democrats,4,"The right to die is controversial, but a position I agree with. This editorial chastises Bill Frist for making a diagnosis from afar, likely driven by ideology, not medicine. While I did not learn anything new, the editorial does allude to Schiavo's doctor (...)",40,,,2018-05-06 02:21:21.449586+02
L01,1657678.txt,Disaffected Democrats,3,"I don't find anything new here. Also, I agree with the assessment of Wolfowitz but not with the very rosy description of the world bank.",22,,,2018-05-06 02:22:42.337295+02
L01,1658824.txt,Disaffected Democrats,4,"I agree with the position that the constitution should be treated as ""living"". There are good examples here.",23,,,2018-05-06 02:25:41.429772+02
